Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_Limit,Junction_Detail,Junction_Control,Pedestrian_Crossing_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Road_Hazards,Vehicle_Reference.x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Pedestrian_Location,Car_Passenger,Bus_or_Coach_Passenger,Vehicle_Reference.y,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_in_Restricted_Lane,Skidding_and_Overturning,Hit_Object_on_Road,Vehicle_veer_off_Road,Hit_Object_off_Road,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Engine_Capacity_CC,Engine_Type,Age_of_Vehicle
200501FH10144,Slight,2,1,2/4/2005,Saturday,22:48,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,F,13,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,13,NA,NA,NA
200501FH10145,Slight,4,1,15/4/2005,Friday,8:21,One way street,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,46,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,46,1905,Heavy oil,6
200501FH10145,Slight,4,1,15/4/2005,Friday,8:21,One way street,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,46,Slight,Not pedestrian,None,None,2,Car,Moving off,N,No,Y,N,N,Unknown,F,31,1360,Petrol,3
200501FH10145,Slight,4,1,15/4/2005,Friday,8:21,One way street,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,46,Slight,Not pedestrian,None,None,3,Car,Parking,N,No,N,N,N,Unknown,M,40,NA,NA,NA
200501FH10145,Slight,4,1,15/4/2005,Friday,8:21,One way street,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,46,Slight,Not pedestrian,None,None,4,Car,Parking,N,No,N,N,N,Unknown,M,47,4008,Petrol,5
200501FH10146,Serious,2,1,11/4/2005,Monday,16:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,20,Serious,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,20,NA,NA,NA
200501FH10146,Serious,2,1,11/4/2005,Monday,16:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,20,Serious,Not pedestrian,None,None,2,Car,Changing lane,N,No,N,N,N,Unknown,M,-1,1242,Petrol,6
200501FH10147,Slight,2,2,16/4/2005,Saturday,10:32,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,38,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501FH10147,Slight,2,2,16/4/2005,Saturday,10:32,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,38,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,45,1493,Petrol,13
200501FH10147,Slight,2,2,16/4/2005,Saturday,10:32,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,38,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501FH10147,Slight,2,2,16/4/2005,Saturday,10:32,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,38,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,45,1493,Petrol,13
200501FH10148,Slight,1,1,8/4/2005,Friday,13:03,Single motorway,30,T-junction,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,61,Slight,Crossing within 50m of facility,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501FH10149,Slight,1,1,7/4/2005,Thursday,7:23,Roundabout,30,Roundabout,Traffic controller,No physical crossing facility,Daylight,Fine,Dry,None,Vehicle load,1,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,Y,N,N,To/From Work,M,36,125,Petrol,2
200501FH10150,Slight,1,1,11/4/2005,Monday,11:52,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,72,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Halting,N,No,N,N,N,Job,M,40,NA,NA,NA
200501FH10151,Slight,1,1,15/4/2005,Friday,1:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,M,26,Slight,Unknown,None,None,1,Bus/Coach,Going ahead,N,No,Y,Y,Y,Unknown,F,37,NA,NA,NA
200501FH10153,Slight,3,1,20/4/2005,Wednesday,7:50,Dual motorway ,40,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,33,12600,Heavy oil,2
200501FH10153,Slight,3,1,20/4/2005,Wednesday,7:50,Dual motorway ,40,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,32,397,Petrol,16
200501FH10153,Slight,3,1,20/4/2005,Wednesday,7:50,Dual motorway ,40,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10154,Slight,2,1,13/4/2005,Wednesday,6:08,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,25,645,Petrol,2
200501FH10154,Slight,2,1,13/4/2005,Wednesday,6:08,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,2,Car,Changing lane,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10156,Serious,2,2,3/4/2005,Sunday,4:20,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,38,Serious,Not pedestrian,None,None,1,Car,Going ahead,N,Skid,N,N,N,Unknown,F,31,2295,Petrol,3
200501FH10156,Serious,2,2,3/4/2005,Sunday,4:20,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,38,Serious,Not pedestrian,None,None,2,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,38,2664,Heavy oil,6
200501FH10156,Serious,2,2,3/4/2005,Sunday,4:20,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,2,Passenger,F,23,Slight,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,Skid,N,N,N,Unknown,F,31,2295,Petrol,3
200501FH10156,Serious,2,2,3/4/2005,Sunday,4:20,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,2,Passenger,F,23,Slight,Not pedestrian,Rear seat,None,2,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,38,2664,Heavy oil,6
200501FH10158,Slight,2,1,21/4/2005,Thursday,18:35,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,45,1595,Petrol,15
200501FH10158,Slight,2,1,21/4/2005,Thursday,18:35,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,31,NA,NA,NA
200501FH10159,Slight,1,1,22/4/2005,Friday,8:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,21,Slight,Unknown,None,None,1,Bus/Coach,Moving off,N,No,N,N,N,Unknown,M,24,7300,Heavy oil,3
200501FH10160,Slight,2,1,9/4/2005,Saturday,23:32,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,20,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10160,Slight,2,1,9/4/2005,Saturday,23:32,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,20,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,20,NA,NA,NA
200501FH10161,Slight,1,1,4/4/2005,Monday,19:59,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,12,Slight,Sidewalk,None,None,1,Car,Moving off,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10162,Slight,1,1,20/4/2005,Wednesday,15:59,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,37,Slight,Footbridge,None,None,1,Bus/Coach,Going ahead,Y,No,N,N,N,Job,M,28,8268,Heavy oil,3
200501FH10163,Slight,2,1,20/4/2005,Wednesday,9:15,Roundabout,30,Roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,44,Slight,Not pedestrian,None,None,1,Motorcycle,Halting,N,No,N,N,N,Unknown,M,44,124,Petrol,5
200501FH10163,Slight,2,1,20/4/2005,Wednesday,9:15,Roundabout,30,Roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,44,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10164,Slight,1,1,17/4/2005,Sunday,19:10,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,29,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,Y,Y,Unknown,M,29,NA,NA,NA
200501FH10165,Slight,1,1,22/4/2005,Friday,9:55,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,-1,Slight,Elsewhere,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,-1,1596,Petrol,4
200501FH10166,Slight,1,2,16/4/2005,Saturday,18:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,17,Slight,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,Skid,N,Y,Y,Unknown,M,20,1905,Heavy oil,10
200501FH10166,Slight,1,2,16/4/2005,Saturday,18:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,18,Slight,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,Skid,N,Y,Y,Unknown,M,20,1905,Heavy oil,10
200501FH10167,Slight,2,1,19/4/2005,Tuesday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,26,598,Petrol,16
200501FH10167,Slight,2,1,19/4/2005,Tuesday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Car,U-turn,N,No,N,N,N,Unknown,M,47,1896,Heavy oil,1
200501FH10168,Slight,1,1,18/4/2005,Monday,11:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Wet,None,None,1,1,Pedestrian,M,59,Slight,Elsewhere,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10169,Slight,2,1,20/4/2005,Wednesday,7:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,25,1398,Petrol,3
200501FH10169,Slight,2,1,20/4/2005,Wednesday,7:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,26,49,Petrol,2
200501FH10170,Slight,2,1,18/4/2005,Monday,9:48,Dual motorway ,40,Crossroad,Traffic light,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,61,1800,Petrol,5
200501FH10170,Slight,2,1,18/4/2005,Monday,9:48,Dual motorway ,40,Crossroad,Traffic light,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,31,599,Petrol,1
200501FH10172,Slight,3,2,19/4/2005,Tuesday,16:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,M,33,2902,Heavy oil,1
200501FH10172,Slight,3,2,19/4/2005,Tuesday,16:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501FH10172,Slight,3,2,19/4/2005,Tuesday,16:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Job,F,32,988,Petrol,17
200501FH10172,Slight,3,2,19/4/2005,Tuesday,16:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Driver,F,32,Slight,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,M,33,2902,Heavy oil,1
200501FH10172,Slight,3,2,19/4/2005,Tuesday,16:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Driver,F,32,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501FH10172,Slight,3,2,19/4/2005,Tuesday,16:25,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Driver,F,32,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Job,F,32,988,Petrol,17
200501FH10173,Slight,2,1,22/4/2005,Friday,17:25,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,54,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,54,851,Petrol,13
200501FH10173,Slight,2,1,22/4/2005,Friday,17:25,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,54,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,NA,-1,1991,Petrol,7
200501FH10175,Slight,2,1,16/4/2005,Saturday,21:40,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,29,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,29,85,Petrol,3
200501FH10175,Slight,2,1,16/4/2005,Saturday,21:40,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,29,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501FH10176,Slight,2,1,21/4/2005,Thursday,18:10,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Job,M,67,2299,Heavy oil,7
200501FH10176,Slight,2,1,21/4/2005,Thursday,18:10,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501FH10177,Serious,3,2,27/4/2005,Wednesday,8:26,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Serious,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,30,124,Petrol,2
200501FH10177,Serious,3,2,27/4/2005,Wednesday,8:26,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Serious,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,24,1598,Petrol,6
200501FH10177,Serious,3,2,27/4/2005,Wednesday,8:26,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Serious,Not pedestrian,None,None,3,Bus/Coach,Waiting,N,No,N,N,N,Job,NA,-1,NA,NA,NA
200501FH10177,Serious,3,2,27/4/2005,Wednesday,8:26,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,29,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,30,124,Petrol,2
200501FH10177,Serious,3,2,27/4/2005,Wednesday,8:26,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,29,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,24,1598,Petrol,6
200501FH10177,Serious,3,2,27/4/2005,Wednesday,8:26,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,29,Slight,Not pedestrian,None,None,3,Bus/Coach,Waiting,N,No,N,N,N,Job,NA,-1,NA,NA,NA
200501FH10178,Serious,2,1,21/4/2005,Thursday,17:30,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Pedestrian,F,9,Serious,Elsewhere,None,None,1,Unknown,Parking,N,No,N,N,N,Job,NA,-1,NA,NA,NA
200501FH10178,Serious,2,1,21/4/2005,Thursday,17:30,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Pedestrian,F,9,Serious,Elsewhere,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,35,NA,NA,NA
200501FH10179,Slight,2,1,27/4/2005,Wednesday,15:55,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,1,Bicycle,Waiting to/Turning right,N,No,N,N,N,Unknown,F,25,NA,NA,NA
200501FH10179,Slight,2,1,27/4/2005,Wednesday,15:55,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,32,124,Petrol,5
200501FH10181,Slight,3,2,24/4/2005,Sunday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,43,1396,Petrol,8
200501FH10181,Slight,3,2,24/4/2005,Sunday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,2,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,26,NA,NA,NA
200501FH10181,Slight,3,2,24/4/2005,Sunday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,37,1598,Petrol,7
200501FH10181,Slight,3,2,24/4/2005,Sunday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Passenger,F,39,Slight,Not pedestrian,Front seat,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,43,1396,Petrol,8
200501FH10181,Slight,3,2,24/4/2005,Sunday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Passenger,F,39,Slight,Not pedestrian,Front seat,None,2,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,26,NA,NA,NA
200501FH10181,Slight,3,2,24/4/2005,Sunday,13:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Passenger,F,39,Slight,Not pedestrian,Front seat,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,37,1598,Petrol,7
200501FH10182,Slight,1,1,30/4/2005,Saturday,19:50,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,40,Slight,Sidewalk,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10183,Slight,2,1,24/4/2005,Sunday,17:08,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,39,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501FH10183,Slight,2,1,24/4/2005,Sunday,17:08,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,39,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10184,Slight,2,2,28/4/2005,Thursday,21:05,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,F,59,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,59,NA,NA,NA
200501FH10184,Slight,2,2,28/4/2005,Thursday,21:05,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,F,59,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,30,1598,LPG,7
200501FH10184,Slight,2,2,28/4/2005,Thursday,21:05,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,2,Passenger,F,21,Slight,Not pedestrian,Front seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,59,NA,NA,NA
200501FH10184,Slight,2,2,28/4/2005,Thursday,21:05,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,2,Passenger,F,21,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,30,1598,LPG,7
200501FH10185,Slight,2,1,25/4/2005,Monday,9:30,Single motorway,30,T-junction,Traffic light,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,33,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,26,1988,Petrol,7
200501FH10185,Slight,2,1,25/4/2005,Monday,9:30,Single motorway,30,T-junction,Traffic light,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,33,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,33,NA,NA,NA
200501FH10186,Slight,2,1,2/5/2005,Monday,14:45,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,14,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,-1,1984,Petrol,11
200501FH10186,Slight,2,1,2/5/2005,Monday,14:45,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,14,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,14,NA,NA,NA
200501FH10187,Slight,2,1,6/4/2005,Wednesday,9:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,36,124,Petrol,8
200501FH10187,Slight,2,1,6/4/2005,Wednesday,9:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,67,1392,Petrol,9
200501FH10189,Slight,1,1,4/5/2005,Wednesday,17:50,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,18,Slight,Elsewhere,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,24,1753,Heavy oil,1
200501FH10190,Slight,2,1,30/4/2005,Saturday,23:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,F,30,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,30,NA,NA,NA
200501FH10190,Slight,2,1,30/4/2005,Saturday,23:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,F,30,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,23,1242,Petrol,5
200501FH10191,Serious,1,1,25/4/2005,Monday,11:55,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Pedestrian,M,41,Serious,Sidewalk,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,41,NA,NA,NA
200501FH10192,Serious,2,1,27/4/2005,Wednesday,19:10,Single motorway,30,Mini-roundabout,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Serious,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,27,1124,Petrol,6
200501FH10192,Serious,2,1,27/4/2005,Wednesday,19:10,Single motorway,30,Mini-roundabout,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Serious,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
