Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_Limit,Junction_Detail,Junction_Control,Pedestrian_Crossing_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Road_Hazards,Vehicle_Reference.x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Pedestrian_Location,Car_Passenger,Bus_or_Coach_Passenger,Vehicle_Reference.y,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_in_Restricted_Lane,Skidding_and_Overturning,Hit_Object_on_Road,Vehicle_veer_off_Road,Hit_Object_off_Road,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Engine_Capacity_CC,Engine_Type,Age_of_Vehicle
200501FH10193,Slight,1,1,29/4/2005,Friday,4:03,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Wet,None,None,1,1,Passenger,M,41,Slight,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,Skid,Y,Y,Y,Unknown,M,39,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,18,Slight,Not pedestrian,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,52,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,18,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,18,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,2,Passenger,F,18,Slight,Not pedestrian,Front seat,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,52,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,2,Passenger,F,18,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,18,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,3,Passenger,M,18,Slight,Not pedestrian,Rear seat,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,52,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,3,Passenger,M,18,Slight,Not pedestrian,Rear seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,18,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,4,Passenger,F,19,Slight,Not pedestrian,Rear seat,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,52,NA,NA,NA
200501FH10194,Slight,2,4,28/4/2005,Thursday,15:20,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,4,Passenger,F,19,Slight,Not pedestrian,Rear seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,18,NA,NA,NA
200501FH10195,Slight,2,1,10/2/2005,Thursday,15:45,Single motorway,40,Not at junction,NA,No physical crossing facility,Lights lit,Rain,Wet,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,1,Unknown,Waiting,N,No,N,N,N,Job,M,37,2689,Heavy oil,2
200501FH10195,Slight,2,1,10/2/2005,Thursday,15:45,Single motorway,40,Not at junction,NA,No physical crossing facility,Lights lit,Rain,Wet,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501FH10196,Slight,2,1,11/3/2005,Friday,18:12,One way street,30,T-junction,Traffic light,No physical crossing facility,Lights lit,Rain,Wet,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,F,44,1390,Petrol,1
200501FH10196,Slight,2,1,11/3/2005,Friday,18:12,One way street,30,T-junction,Traffic light,No physical crossing facility,Lights lit,Rain,Wet,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,2,Motorcycle,Waiting to/Turning left,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501FH10197,Slight,1,1,26/4/2005,Tuesday,17:35,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,43,Slight,Footbridge,None,None,1,Bus/Coach,Halting,N,No,N,N,N,Job,M,-1,NA,NA,NA
200501FH10198,Slight,2,1,1/5/2005,Sunday,18:10,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,38,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501FH10198,Slight,2,1,1/5/2005,Sunday,18:10,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,38,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,37,NA,NA,NA
200501FH10199,Slight,2,1,4/5/2005,Wednesday,13:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,28,Slight,Not pedestrian,None,None,1,Bus/Coach,Waiting to/Turning right,N,No,N,N,N,Job,M,21,3900,Heavy oil,3
200501FH10199,Slight,2,1,4/5/2005,Wednesday,13:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,28,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,28,NA,NA,NA
200501FH10200,Slight,4,1,1/5/2005,Sunday,14:34,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,22,Slight,Not pedestrian,None,None,1,Motorcycle,Changing lane,N,Skid,N,N,N,Unknown,M,22,600,Petrol,4
200501FH10200,Slight,4,1,1/5/2005,Sunday,14:34,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,22,Slight,Not pedestrian,None,None,2,Car,Waiting,N,No,N,N,N,Unknown,M,35,1390,Petrol,1
200501FH10200,Slight,4,1,1/5/2005,Sunday,14:34,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,22,Slight,Not pedestrian,None,None,3,Car,Waiting,N,No,N,N,N,Unknown,M,34,1598,Petrol,5
200501FH10200,Slight,4,1,1/5/2005,Sunday,14:34,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,22,Slight,Not pedestrian,None,None,4,Car,Waiting,N,No,N,N,N,Unknown,M,58,1998,Petrol,10
200501FH10201,Serious,2,1,5/5/2005,Thursday,17:46,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,26,Serious,Not pedestrian,Rear seat,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,54,2664,Heavy oil,9
200501FH10201,Serious,2,1,5/5/2005,Thursday,17:46,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,26,Serious,Not pedestrian,Rear seat,None,2,Goods Van,Waiting to/Turning left,N,No,N,N,N,Unknown,M,42,1868,Heavy oil,6
200501FH10202,Slight,1,1,10/5/2005,Tuesday,15:54,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,70,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,Y,Y,Unknown,M,70,1558,Petrol,NA
200501FH10203,Serious,1,1,3/5/2005,Tuesday,0:19,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,F,17,Serious,Sidewalk,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501FH10204,Slight,3,1,5/5/2005,Thursday,9:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,1,Goods Van,Halting,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501FH10204,Slight,3,1,5/5/2005,Thursday,9:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,29,49,Petrol,3
200501FH10204,Slight,3,1,5/5/2005,Thursday,9:25,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,3,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10205,Slight,3,1,7/5/2005,Saturday,23:39,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,17,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,30,NA,NA,NA
200501FH10205,Slight,3,1,7/5/2005,Saturday,23:39,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,17,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,Y,N,N,Unknown,M,17,599,Petrol,4
200501FH10205,Slight,3,1,7/5/2005,Saturday,23:39,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Driver,M,17,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,34,2151,Heavy oil,4
200501FH10206,Slight,2,1,11/5/2005,Wednesday,18:54,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,27,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,27,NA,NA,NA
200501FH10206,Slight,2,1,11/5/2005,Wednesday,18:54,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,27,Slight,Not pedestrian,None,None,2,Taxi/Grab,Waiting to/Turning right,N,No,N,N,N,Unknown,M,50,2402,Heavy oil,2
200501FH10207,Slight,2,1,5/5/2005,Thursday,8:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,27,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10207,Slight,2,1,5/5/2005,Thursday,8:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,27,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,27,NA,NA,NA
200501FH10208,Slight,2,1,6/5/2005,Friday,7:40,Roundabout,30,Roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,48,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,F,48,85,Petrol,14
200501FH10208,Slight,2,1,6/5/2005,Friday,7:40,Roundabout,30,Roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,48,Slight,Not pedestrian,None,None,2,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,46,1753,Heavy oil,12
200501FH10209,Slight,2,1,12/5/2005,Thursday,7:45,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Driver,F,49,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,30,1171,Petrol,6
200501FH10209,Slight,2,1,12/5/2005,Thursday,7:45,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Driver,F,49,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,49,NA,NA,NA
200501FH10210,Slight,2,1,6/5/2005,Friday,23:04,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Rain,Wet,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,31,NA,NA,NA
200501FH10210,Slight,2,1,6/5/2005,Friday,23:04,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Rain,Wet,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,36,1796,Petrol,1
200501FH10211,Slight,2,1,8/5/2005,Sunday,14:17,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,40,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,39,2410,Petrol,12
200501FH10211,Slight,2,1,8/5/2005,Sunday,14:17,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,40,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,Y,N,N,Unknown,F,40,NA,NA,NA
200501FH10212,Slight,2,1,4/5/2005,Wednesday,8:07,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,27,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,F,27,599,Petrol,NA
200501FH10212,Slight,2,1,4/5/2005,Wednesday,8:07,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,27,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,28,NA,NA,NA
200501FH10213,Slight,2,1,16/5/2005,Monday,8:52,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,51,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,34,1242,Petrol,6
200501FH10213,Slight,2,1,16/5/2005,Monday,8:52,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,51,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,51,NA,NA,NA
200501FH10214,Slight,1,1,14/5/2005,Saturday,11:50,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,Animal,1,1,Driver,M,45,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,45,85,Petrol,17
200501FH10215,Slight,2,1,15/5/2005,Sunday,5:13,One way street,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,23,Slight,Not pedestrian,None,None,1,Car,Changing lane,N,No,Y,Y,Y,Unknown,M,23,NA,NA,NA
200501FH10215,Slight,2,1,15/5/2005,Sunday,5:13,One way street,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,23,Slight,Not pedestrian,None,None,2,Car,Halting,N,No,N,N,N,Unknown,M,32,NA,NA,NA
200501FH10216,Slight,3,1,12/5/2005,Thursday,15:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,28,Slight,Not pedestrian,Front seat,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,30,1800,Petrol,6
200501FH10216,Slight,3,1,12/5/2005,Thursday,15:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,28,Slight,Not pedestrian,Front seat,None,2,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,60,NA,NA,NA
200501FH10216,Slight,3,1,12/5/2005,Thursday,15:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,28,Slight,Not pedestrian,Front seat,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501FH10217,Slight,2,1,15/5/2005,Sunday,23:41,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,25,599,Petrol,7
200501FH10217,Slight,2,1,15/5/2005,Sunday,23:41,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,21,1299,Petrol,11
200501FH10218,Slight,2,1,12/5/2005,Thursday,16:47,Roundabout,30,Roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,83,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,28,1994,Petrol,8
200501FH10218,Slight,2,1,12/5/2005,Thursday,16:47,Roundabout,30,Roundabout,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,83,Slight,Not pedestrian,None,None,2,Car,Waiting,N,No,N,N,N,Unknown,F,83,1799,Petrol,6
200501FH10220,Serious,2,1,16/5/2005,Monday,13:55,Single motorway,30,T-junction,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,49,Serious,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,49,992,Petrol,1
200501FH10220,Serious,2,1,16/5/2005,Monday,13:55,Single motorway,30,T-junction,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,49,Serious,Not pedestrian,None,None,2,Taxi/Grab,U-turn,N,No,N,N,N,Job,M,34,2664,Heavy oil,6
200501FH10221,Slight,2,1,19/5/2005,Thursday,14:50,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,41,Slight,Not pedestrian,None,None,1,Goods Van,Parking,N,No,N,N,N,Unknown,M,41,2151,Heavy oil,3
200501FH10221,Slight,2,1,19/5/2005,Thursday,14:50,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,1,1,Driver,M,41,Slight,Not pedestrian,None,None,2,Bus/Coach,Going ahead,N,No,Y,N,N,Job,M,-1,5883,Heavy oil,3
200501FH10222,Slight,2,1,19/5/2005,Thursday,8:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,30,1360,Petrol,7
200501FH10222,Slight,2,1,19/5/2005,Thursday,8:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,-1,998,Petrol,2
200501FH10223,Slight,1,1,13/5/2005,Friday,0:37,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,F,40,Slight,Crossing within 50m of facility,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,NA,-1,NA,NA,NA
200501FH10225,Slight,2,1,19/5/2005,Thursday,9:50,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Wet,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,36,599,Petrol,5
200501FH10225,Slight,2,1,19/5/2005,Thursday,9:50,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Wet,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,2,Car,Halting,N,No,N,N,N,Unknown,F,37,1984,Petrol,1
200501FH10226,Slight,1,1,19/5/2005,Thursday,23:09,Single motorway,30,More than 4 sections,Traffic light,Traffic light,Lights lit,Rain,Wet,None,None,1,1,Pedestrian,M,38,Slight,Crossing within 50m of facility,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,42,3600,Petrol,3
200501FH10227,Slight,1,1,24/3/2005,Thursday,13:23,Single motorway,30,Not at junction,NA,Zebra crossing,Daylight,Fine,Dry,None,Unknown object,1,1,Pedestrian,M,77,Slight,Crossing within 50m of facility,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,43,NA,NA,NA
200501FH10228,Slight,2,1,23/5/2005,Monday,17:50,Single motorway,30,Not at junction,NA,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,46,Slight,Not pedestrian,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,39,2496,Heavy oil,6
200501FH10228,Slight,2,1,23/5/2005,Monday,17:50,Single motorway,30,Not at junction,NA,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,46,Slight,Not pedestrian,None,None,2,Car,Halting,N,No,N,N,N,Unknown,M,46,NA,NA,NA
200501FH10229,Slight,1,1,21/5/2005,Saturday,12:50,Dual motorway ,30,Roundabout,Traffic light,Traffic light,Daylight,Rain,Wet,None,None,1,1,Pedestrian,M,36,Slight,Crossing on facility,None,None,1,Car,Moving off,N,No,N,N,N,Unknown,F,21,1360,Petrol,1
200501FH10230,Serious,1,1,2/6/2005,Thursday,10:00,Dual motorway ,30,Not at junction,NA,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,25,Serious,Not pedestrian,None,None,1,Bicycle,Halting,N,No,N,N,N,Unknown,M,25,NA,NA,NA
200501FH10231,Serious,2,3,14/5/2005,Saturday,3:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Passenger,F,21,Slight,Not pedestrian,Front seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501FH10231,Serious,2,3,14/5/2005,Saturday,3:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Passenger,F,21,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,22,1242,Petrol,8
200501FH10231,Serious,2,3,14/5/2005,Saturday,3:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,2,Passenger,F,21,Serious,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501FH10231,Serious,2,3,14/5/2005,Saturday,3:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,2,Passenger,F,21,Serious,Not pedestrian,Rear seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,22,1242,Petrol,8
200501FH10231,Serious,2,3,14/5/2005,Saturday,3:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,3,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501FH10231,Serious,2,3,14/5/2005,Saturday,3:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,3,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,22,1242,Petrol,8
200501FH10232,Slight,2,1,26/5/2005,Thursday,7:05,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Bus/Coach,Waiting,N,No,N,N,N,Job,M,31,8268,Heavy oil,4
200501FH10232,Slight,2,1,26/5/2005,Thursday,7:05,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Goods Van,Going ahead,N,No,N,N,N,Job,M,47,11946,Heavy oil,2
200501FH10233,Slight,2,1,26/5/2005,Thursday,19:59,Single motorway,30,Crossroad,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,38,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,42,6370,Heavy oil,NA
200501FH10233,Slight,2,1,26/5/2005,Thursday,19:59,Single motorway,30,Crossroad,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,38,Slight,Not pedestrian,None,Seated,2,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501FH10234,Slight,1,1,20/5/2005,Friday,5:15,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Rain,Wet,None,None,1,1,Pedestrian,M,29,Slight,Elsewhere,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,24,1108,Petrol,7
200501FH10235,Serious,1,1,29/5/2005,Sunday,10:55,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Passenger,F,79,Serious,Not pedestrian,None,Standing,1,Bus/Coach,Halting,N,No,N,N,N,Job,M,41,8268,Heavy oil,2
